station;date;latitude_start;latitude_end;longitude_start;longitude_end;trawling_depth;trawling_depth_non_duplicate;bottom_depth;bottom_proximity;taxon;family;species_code;species;standard_length_cm;weight_g;number_ind_pool;individual_code;amount_mg;ampl_44;delipidation;d13c_not_corrected;d13c_muscle_corrected_post2007;d13c_delipidated;d13c;percentage_c;percentage_c_delipidated;ampl_28;d15n;d15n_delipidated;percentage_n;percentage_n_delipidated;ratio_c_n_muscle;ratio_c_n_muscle_delipidated
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,76;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 13;0,525;8433;non;-20,77;-20,45;NA;-20,45;45,21;NA;3310;10,83;NA;12,31;NA;3,67;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;371,07;1661,471;1290,521;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;14;26,5;1;Xeno-cop 8;0,47;7685;non;-20,79;-20,47;NA;-20,47;42,31;NA;2684;8,22;NA;11,5;NA;3,68;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,12;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 13;0,536;6181;non;-19,46;-19,12;NA;-19,12;46,57;NA;3284;9,38;NA;12,61;NA;3,69;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,3;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 8;0,4585;7832;non;-20,07;-19,73;NA;-19,73;44,34;NA;2775;10,62;NA;12,02;NA;3,69;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,82;1661,471;1290,521;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;9,1;6,5;1;Lamp-cro 13;0,4695;7609;non;-20,57;-20,24;NA;-20,24;45,2;NA;2887;9,75;NA;12,25;NA;3,69;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,79;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 16;0,526;8394;non;-20,95;-20,62;NA;-20,62;45,04;NA;3282;9,77;NA;12,22;NA;3,69;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,39;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;16;6;1;Arct-ris 11;0,5095;8074;non;-20,59;-20,25;NA;-20,25;45,58;NA;3148;9,81;NA;12,33;NA;3,7;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,26;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;9;2,5;1;Mel-atlan 13;0,4635;7780;non;-19,77;-19,43;NA;-19,43;45,4;NA;2863;11,31;NA;12,26;NA;3,7;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,36;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;10;3,5;1;Mel-atlan 12;0,4825;7892;non;-20,11;-19,77;NA;-19,77;45,96;NA;3051;12,35;NA;12,43;NA;3,7;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,09;2217,412;1501,017;Fish;Paralepididae;arct-ris;Arctozenus_risso;20;13;1;Arct-ris 21;0,5135;6359;non;-19,84;-19,46;NA;-19,46;48,1;NA;3348;10,99;NA;12,88;NA;3,73;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,3;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;9;3;1;Mel-atlan 19;0,502;8268;non;-20,1;-19,72;NA;-19,72;46,35;NA;3161;11,31;NA;12,42;NA;3,73;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,22;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 4;0,479;7284;non;-19,48;-19,1;NA;-19,1;44,85;NA;2777;8,97;NA;12;NA;3,74;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,16;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 13;0,4575;7722;non;-20,02;-19,62;NA;-19,62;43,91;NA;2696;10,63;NA;11,68;NA;3,76;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,25;2180,4;1625,32;Fish;Paralepididae;arct-ris;Arctozenus_risso;17,4;7;1;Arct-ris 35;0,455;7854;non;-20,39;-19,97;NA;-19,97;44,59;NA;2724;10,65;NA;11,81;NA;3,78;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,93;1661,471;1290,521;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;10,3;10;1;Xeno-cop 13;0,4995;7570;non;-21,35;-20,92;NA;-20,92;43,94;NA;2840;8,4;NA;11,58;NA;3,79;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,26;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 4;0,463;7583;non;-19,72;-19,28;NA;-19,28;45,86;NA;2794;11,4;NA;12,08;NA;3,8;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,31;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 9;0,497;7665;non;-20,16;-19,71;NA;-19,71;43,19;NA;2847;11,44;NA;11,36;NA;3,8;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,75;2217,412;1501,017;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;15;29;1;Xeno- cop 25;0,481;7575;non;-20,71;-20,23;NA;-20,23;43,01;NA;2688;9,76;NA;11,22;NA;3,83;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,57;1116,923;109,28305;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;12,1;11,5;1;Xeno-cop 66;0,4575;7717;non;-20,71;-20,24;NA;-20,24;44,07;NA;2640;10,85;NA;11,52;NA;3,83;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,29;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 7;0,519;8233;non;-19,98;-19,49;NA;-19,49;44,49;NA;3036;12;NA;11,57;NA;3,85;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,48;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;17,6;9,5;1;Arct-ris 18;0,4975;8225;non;-20,62;-20,13;NA;-20,13;47,6;NA;3063;10,33;NA;12,34;NA;3,86;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,28;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 6;0,519;8376;non;-20,05;-19,55;NA;-19,55;45,27;NA;3058;11,8;NA;11,73;NA;3,86;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,66;2217,412;1501,017;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;11,2;11,5;1;Xeno- cop 26;0,4955;7646;non;-21,3;-20,79;NA;-20,79;43,66;NA;2799;9,24;NA;11,29;NA;3,87;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,1;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 11;0,5145;7872;non;-20,24;-19,72;NA;-19,72;45,39;NA;2908;11,07;NA;11,69;NA;3,88;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,13;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 14;0,5185;7906;non;-19,64;-19,12;NA;-19,12;45,09;NA;2923;9,06;NA;11,61;NA;3,88;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,42;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;10,5;4,5;1;Mel-atlan 7;0,487;7973;non;-20,53;-20;NA;-20;46,04;NA;2927;11,05;NA;11,87;NA;3,88;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,51;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;19;11;1;Arct-ris 7;0,5155;8038;non;-20,63;-20,08;NA;-20,08;44,68;NA;2940;10,66;NA;11,43;NA;3,91;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,06;2217,412;1501,017;Fish;Paralepididae;arct-ris;Arctozenus_risso;18,2;10,5;1;Arct-ris 23;0,4605;7807;non;-20,44;-19,89;NA;-19,89;48,17;NA;2892;10,48;NA;12,32;NA;3,91;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;371,09;1661,471;1290,521;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;14,5;28;1;Xeno-cop 4;0,493;7275;non;-20,94;-20,39;NA;-20,39;43,01;NA;2673;7,53;NA;11;NA;3,91;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,27;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 9;0,524;7630;non;-19,88;-19,32;NA;-19,32;43,15;NA;2783;9,67;NA;11,01;NA;3,92;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,24;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;9,7;2;1;Mel-atlan 15;0,514;6328;non;-20,14;-19,57;NA;-19,57;47,2;NA;3123;10,39;NA;12;NA;3,93;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,44;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;17,5;8;1;Arct-ris 10;0,458;7518;non;-20,95;-20,35;NA;-20,35;45,63;NA;2616;10,25;NA;11,54;NA;3,95;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,7;2281,333;1284,128;Fish;Platytroctidae;sear-koe;Searsia_koefoedi;12,1;18;1;Ser-koeff 7;0,4805;9807;non;-20,62;-20,01;NA;-20,01;42,16;NA;4281;12,05;NA;10,63;NA;3,96;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,92;1661,471;1290,521;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;10,5;9,5;1;Xeno-cop 17;0,544;8193;non;-21,39;-20,78;NA;-20,78;43,78;NA;2976;9,69;NA;11,04;NA;3,97;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,74;2180,4;1625,32;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;13,5;18;1;Xeno-cop 48;0,52;6462;non;-21,09;-20,48;NA;-20,48;46,75;NA;3129;10,29;NA;11,77;NA;3,97;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,55;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;19,7;12,5;1;Arct-ris 3;0,4735;7985;non;-20,85;-20,23;NA;-20,23;48,66;NA;2883;10,36;NA;12,22;NA;3,98;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,54;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;19;12;1;Arct-ris 19;0,5545;6659;non;-20,66;-20,01;NA;-20,01;47,17;NA;3282;10,49;NA;11,78;NA;4;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,2;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 17;0,4945;7947;non;-20,41;-19,76;NA;-19,76;45;NA;2787;11,17;NA;11,21;NA;4,01;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,17;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 14;0,5415;6725;non;-20,1;-19,42;NA;-19,42;47,36;NA;3209;11,27;NA;11,72;NA;4,04;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,27;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 5;0,494;8254;non;-20,48;-19,77;NA;-19,77;46,84;NA;2865;10,82;NA;11,51;NA;4,07;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,56;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;19,5;14;1;Arct-ris 1;0,5055;6286;non;-20,85;-20,14;NA;-20,14;49,09;NA;3035;10,37;NA;12,04;NA;4,08;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,19;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 2;0,536;6361;non;-20,26;-19,54;NA;-19,54;47,69;NA;3028;10,21;NA;11,69;NA;4,08;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;371,02;1661,471;1290,521;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;13;18,5;1;Xeno-cop 10;0,514;6110;non;-21,21;-20,46;NA;-20,46;47,16;NA;2921;9,19;NA;11,48;NA;4,11;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,09;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 10;0,5065;8025;non;-19,98;-19,2;NA;-19,2;46,98;NA;2788;9,61;NA;11,35;NA;4,14;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,24;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 20;0,5115;8374;non;-20,22;-19,44;NA;-19,44;46,07;NA;2822;10,03;NA;11,14;NA;4,14;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,5;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;18,5;10,5;1;Arct-ris 4;0,474;7933;non;-20,97;-20,19;NA;-20,19;48,35;NA;2745;10,36;NA;11,66;NA;4,15;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,16;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 17;0,541;6538;non;-20,31;-19,5;NA;-19,5;48,38;NA;3085;9,39;NA;11,59;NA;4,17;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,26;2180,4;1625,32;Fish;Paralepididae;arct-ris;Arctozenus_risso;19;10,5;1;Arct-ris 37;0,4595;7758;non;-20,27;-19,44;NA;-19,44;47,05;NA;2619;10,49;NA;11,25;NA;4,18;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,15;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 12;0,5065;6274;non;-20,64;-19,78;NA;-19,78;47,11;NA;2848;10,96;NA;11,13;NA;4,23;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,11;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 12;0,478;7706;non;-20,44;-19,56;NA;-19,56;47,84;NA;2590;10,32;NA;11,25;NA;4,25;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,08;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 1;0,511;5989;non;-20,43;-19,52;NA;-19,52;47,22;NA;2741;9,68;NA;11,06;NA;4,27;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,21;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 3;0,5145;6285;non;-20,7;-19,7;NA;-19,7;49,12;NA;2811;10,35;NA;11,26;NA;4,36;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,14;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 15;0,527;6168;non;-20,99;-19,96;NA;-19,96;47,2;NA;2759;10,66;NA;10,76;NA;4,39;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,17;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 18;0,4645;7875;non;-20,61;-19,57;NA;-19,57;50,07;NA;2575;10,37;NA;11,38;NA;4,4;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,67;2217,412;1501,017;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;12;14,4;1;Xeno- cop 37;0,4995;7965;non;-21,72;-20,55;NA;-20,55;45,44;NA;2521;9,99;NA;10,03;NA;4,53;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,21;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 18;0,522;6359;non;-20,56;-19,36;NA;-19,36;46,43;NA;2641;10,86;NA;10,19;NA;4,56;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,24;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 6;0,4665;7709;non;-20,73;-19,49;NA;-19,49;48,87;NA;2400;10,97;NA;10,61;NA;4,61;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,28;2180,4;1625,32;Fish;Paralepididae;arct-ris;Arctozenus_risso;20,5;12;1;Arct-ris 36;0,4535;8199;non;-20,77;-19,52;NA;-19,52;50,35;NA;4594;10,79;NA;10,91;NA;4,62;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,18;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 19;0,476;7974;non;-20,81;-19,56;NA;-19,56;49,39;NA;2478;9,84;NA;10,69;NA;4,62;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,11;2217,412;1501,017;Fish;Paralepididae;arct-ris;Arctozenus_risso;20,1;17,5;1;Arct-ris 22;0,4595;6259;non;-21,26;-19,81;NA;-19,81;52,86;NA;2530;10,32;NA;10,97;NA;4,82;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,15;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 16;0,5105;6336;non;-21,22;-19,61;NA;-19,61;50,03;NA;2505;9,91;NA;10,05;NA;4,98;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,14;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 11;0,553;7138;non;-21,64;-19,96;NA;-19,96;49,23;NA;2698;10,07;NA;9,74;NA;5,05;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,25;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 7;0,492;6463;non;-22,12;-19,98;NA;-19,98;52,81;NA;4199;10,3;NA;9,57;NA;5,52;NA
